Name,Date,PDF Url,Description
FTX Lend Inc.,11/23/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/112322%20FTX%20Lend%20Inc%20CAO_Redacted.pdf,FTX Lend Inc. has entered into a Consent Agreement and Order agreeing to a suspension of their Consumer Discount Company license.
"NRB Capital Management, Inc. and Gary W. Serafini",11/22/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/112222%20NRB%20Capital%20Final%20Order%20with%20CAO_Redacted.pdf,"The Commission issued an order approving a Consent Agreement and Order entered into by NRB Capital Management, Inc. and Gary W. Serafini. Respondents will pay a fine for violations of the Pennsylvania Securities Act of 1972."
Amerifirst Financial Corporation,11/22/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/112222%20Amerifirst%20Financial%20Corporation%20CAO_Redacted.pdf,"Amerifirst Financial Corporation of Kalamazoo, MI, has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act."
NWC Receivables Trust,11/04/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/110422%20NWC%20Receivables%20Trust%20CAO_Redacted.pdf,"NWC Receivables Trust of Conshohocken, PA, has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act."
Saddle Up Towing LLC,10/31/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/103122%20Saddle%20Up%20Towing%20Order%20to%20Lift%20Suspension_Redacted.pdf,"On October 31 2022, the DOBS issued an Order Lifting Suspension for Saddle Up Towing, LLC."
"Total Mortgage Services, LLC",10/12/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/101222%20Total%20Mortgage%20Services%20CAO_Redacted.pdf,"Total Mortgage Services, LLC of Milford, CT has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act."
"American Financial Network, Inc.",10/12/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/101222%20American%20Financial%20Network_Redacted.pdf,"American Financial Network, Inc. of Brea, CA has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act."
"CliftonLarsonAllen Wealth Advisors, LLC",10/05/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/100522%20CliftonLarsonAllen%20Wealth%20CAO_Redacted.pdf,"CliftonLarsonAllen Wealth Advisors, LLC of Minneapolis, MN has entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972."
CalCon Mutual Mortgage LLC,10/04/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/100422%20CalCon%20Mutual%20Mortgage%20CAO_Redacted.pdf,"CalCon Mutual Mortgage LLC of San Diego, CA has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act."
"Pike Creek Mortgage Services, Inc.",09/30/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/093022%20Pike%20Creek%20Mortgage%20Services%20CAO_Redacted.pdf,"Pike Creek Mortgage Services, Inc. of Newark, DE has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act."
"Wall Street Mortgage Bankers, Ltd.",09/02/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/090222%20Wall%20Street%20Mortgage%20Bankers%20CAO%20WS_Redacted.pdf,"Wall Street Mortgage Bankers, Ltd. of Great Neck, NY has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act."
"Amerifirst Financial, Inc.",09/02/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/090222%20Amerifirst%20Financial%20CAO_Redacted.pdf,
"Investment Capital Advisors, LLC",08/16/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/081622%20%20Investment%20Capital%20Advisors%20CAO_Redacted.pdf,"Investment Capital Advisors, LLC, of Clinton, NJ has entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972."
"Wexford Wealth Advisors, LLC and Curtis J. Pritchard",08/15/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/081522%20Wexford%20Wealth%20Final%20Order%20Redacted.pdf,"The Commission issued an order approving a Consent Agreement and Order entered into by Wexford Wealth Advisors, LLC and Curtis J. Pritchard. Respondents will pay a fine for violations of the Pennsylvania Securities Act of 1972."
Robert Pinzhoffer,08/15/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/081522%20Robert%20Pinzhoffer%20Final%20Order%20Redacted.pdf,"The Commission has ordered that Robert Pinzhoffer’s mortgage broker and mortgage originator licenses be suspended. The Commission further ordered that respondent cease and desist from engaging in mortgage loan activities. The respondent is ordered provide information to the Department, refund consumers and pay a fine for violations of the Mortgage Licensing Act."
"Philadelphia Investment Partners, LLC and Peter C. Zeuli",08/15/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/081522%20Philadelphia%20Investment%20Partners%20Final%20Order%20Redacted.pdf,"The Commission has ordered that Philadelphia Investment Partners, LLC and Peter C. Zeuli pay administrative assessments for violations of the Pennsylvania Securities Act of 1972."
"J.H. Smith Partners & Co., LLC and Jason Christopher Smith",08/15/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/081522%20JH%20Smith%20Partners%20Final%20Order%20Redacted.pdf,"The Commission issued an order approving a Consent Agreement and Order entered into by J.H. Smith Partners & Co., LLC and Jason Christopher Smith. Respondents will pay a fine for violations of the Pennsylvania Securities Act of 1972."
"CBD USA Grown, Inc. and Deborah Gestner, Roger Gestner",08/15/2022,"https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/081522%20CBD%20USA%20Grown,%20Inc%20Final%20Order%20Redacted.pdf","The Commission issued an order approving a Consent Agreement and Order entered into by CBD USA Grown, Inc. and Deborah Gestner, Roger Gestner. Respondents will pay a fine for violations of the Pennsylvania Securities Act of 1972."
"Assurance Financial Group, L.L.C.",08/11/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/081122%20Assurance%20Financial%20Group%20CAO_Redacted.pdf,"Assurance Financial Group, L.L.C., of Baton Rouge, LA has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act."
"Alpha Financial Planning, Inc.",08/04/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/080422%20Alpha%20Financial%20Planning%20CAO_Redacted.pdf,"Alpha Financial Planning, Inc. of Dublin, OH has entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972."
Integrity Home Mortgage Corporation,07/28/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/072822%20Integrity%20Home%20Mortgage%20CAO_Redacted.pdf,"Integrity Home Mortgage Corporation of Winchester, VA has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act."
"Hometown Equity Mortgage, LLC",07/20/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/072022%20Hometown%20Equity%20Mortgage%20CAO_Redacted.pdf,"Hometown Equity Mortgage, LLC, of Lake Forest, CA has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act."
American Financing Corporation,07/20/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/072022%20American%20Financing%20CAO_Redacted.pdf,"American Financing Corporation, of Aurora, CO has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act."
Bay-Valley Mortgage Group,07/18/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/071822%20Bay%20Valley%20Mortgage%20Group%20CAO_Redacted.pdf,"Bay-Valley Mortgage Group of Garden Grove, CA has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act."
"Highlands Residential Mortgage, LTD.",07/06/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/070622%20Highlands%20Residential%20Mortgage%20CAO_Redacted.pdf,"Highlands Residential Mortgage, LTD. of Allen, TX has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act."
"Guidance Residential, LLC",06/16/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/061622%20Guidance%20Residential%20CAO_Redacted.pdf,"Guidance Residential, LLC of Reston, VA has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act."
Greenway Mortgage Funding Corp.,06/14/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/061422%20Greenway%20Mortgage%20Funding%20CAO_Redacted.pdf,"Greenway Mortgage Funding Corp. of Middletown, NJ has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act."
"Automatic Funds Transfer Services, Inc.",06/14/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/061422%20Automatic%20Funds%20Transfer%20CAO_Redacted.pdf,"Automatic Funds Transfer Services, Inc of Seattle, WA has entered into a Consent Agreement and Order and will pay a fine and take corrective action for violations of the Mortgage Licensing Act."
"Thrive Mortgage, LLC",05/31/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/053122%20Thrive%20Mortgage%20CAO_Redacted.pdf,"Thrive Mortgage, LLC of Georgetown, TX has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act."
"Prime Trust, LLC",05/26/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/052622%20Prime%20Trust%20LLC%20CAO_Redacted.pdf,"Prime Trust, LLC of Las Vegas, NV has entered into a Consent Agreement and Order and will pay a fine for violations of the Money Transmitter Act."
"Lend Street Financial, Inc.",05/24/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/052422%20Lend%20Street%20Financial%20Order_Redacted.pdf,"On May 24, 2022, DoBS issued an order to revoke a license naming Lend Street Financial, Inc. for violations of the Consumer Discount Company Act."
"American Alternative Investments, LLC and Rob Whitlow",05/23/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/052322%20AAI%20CAO_Redacted.pdf,"American Alternative Investments, LLC and Rob of Indianapolis, Indiana have entered into a Consent Agreement and Order and are permanently barred for violations of the Pennsylvania Securities Act of 1972."
"Buchert Ridge Community, Inc, BRC Neighborhood Planning, LP and Joseph Wilmer Hallman",05/16/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/051622%20Buchert%20Ridge%20Final%20Order_Redacted.pdf,"The Commission has ordered that Buchert Ridge Community, Inc, BRC Neighborhood Planning, LP and Joseph Wilmer Hallman pay administrative assessments for violations of the Pennsylvania Securities Act of 1972."
Van Dyk Mortgage Corporation,05/12/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/051222%20Van%20Dyk%20Mortgage%20CAO_Redacted.pdf,"Van Dyk Mortgage Corporation of Grand Rapids, MI has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act."
Auto Clave Haskell Credit Union,05/10/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/051022%20Auto%20Clave%20Haskel%20Credit%20Union%20CD_Redacted.pdf,"On May 10, 2022, DoBS issued a Cease and Desist Order naming Auto Clave Haskell Credit Union for violations of the Pennsylvania Credit Union Code."
"Airacobra Capital Management, LLC and Nicolas R. Stone",05/04/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/050422%20Airacobra%20Capital%20CAO_Redacted.pdf,"Airacobra Capital Management, LLC and Nicolas R. Stone of Pittsburgh, PA have entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972."
BlockFi Lending LLC,05/03/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/050322%20BlockFi%20Lending%20CAO_Redacted.pdf,"BlockFi Lending LLC of Jersey City, NJ has entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972."
Meadowbrook Financial Mortgage Bankers Corp.,05/02/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/050222%20Meadowbrook%20Financial%20Mortgage%20Bankers%20CAO_Redacted.pdf,"Meadowbrook Financial Mortgage Bankers Corp., of Westbury, NY has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act."
High Level Auto,05/02/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/050222%20High%20Level%20Auto%20Suspension%20Order_Redacted.pdf,"On May 2, 2022, DoBS issued a Suspension Order naming High Level Auto for violations of the Consumer Credit Code."
Synapse Credit LLC,04/21/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/042122%20Synapse%20Credit%20LLC%20Order_Redacted.pdf,"On April 21, 2022, DoBS issued an Order to Pay Fine naming Synapse Credit LLC for violations of the Consumer Discount Company Act."
Women of Substance LLC,03/30/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/033022%20Women%20of%20Substance%20CAO_Redacted.pdf,"​2022 Enforcement Orders
NOTE:  All documents are in PDF format. On December 29, 2022, the DOBS issued a Suspension Order naming ADA Cars LLC for violations of the Consumer Credit Code. On December 29, 2022, the DOBS issued a Suspension Order naming Berkal LLC for violations of the Consumer Credit Code. ADV, LLC and G2BIO, LLC have entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972.  Ark-La-Tex Financial Services, LLC of Plano, TX has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act. On December 12, 2022, the DOBS issued an Order to Cease and Desist naming Kreated Solutions, LLC and Jonathan Drummond, individually for violations of the Mortgage Licensing Act. Fame RV Center of Saegertown, PA has entered into a Consent Agreement and Order and will pay a fine for violations of the Consumer Credit Code.  Samco Financial Services Corp of Warrensville Heights, OH has entered into a Consent Agreement and Order and will pay a fine and take corrective action for violations of the Check Casher Licensing Act.  American Bancshares Mortgage, LLC of Miami Lakes, FL has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act.  Rapid Mortgage Funding Inc. of Bingham Farms, MI has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act. West Realm Shires Services Inc. d/b/a FTX has entered into a Consent Agreement and Order agreeing to a suspension of their Money Transmitter license. FTX Lend Inc. has entered into a Consent Agreement and Order agreeing to a suspension of their Consumer Discount Company license. The Commission issued an order approving a Consent Agreement and Order entered into by NRB Capital Management, Inc. and Gary W. Serafini. Respondents will pay a fine for violations of the Pennsylvania Securities Act of 1972. Amerifirst Financial Corporation of Kalamazoo, MI, has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act.  NWC Receivables Trust of Conshohocken, PA, has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act.  On October 31 2022, the DOBS issued an Order Lifting Suspension for Saddle Up Towing, LLC. Total Mortgage Services, LLC of Milford, CT has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act. American Financial Network, Inc. of Brea, CA has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act. CliftonLarsonAllen Wealth Advisors, LLC of Minneapolis, MN has entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972. CalCon Mutual Mortgage LLC of San Diego, CA has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act. Pike Creek Mortgage Services, Inc. of Newark, DE has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act. Wall Street Mortgage Bankers, Ltd. of Great Neck, NY has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act.9/2/22 Amerifirst Financial, Inc. of Mesa, AZ has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act. Investment Capital Advisors, LLC, of Clinton, NJ has entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972. The Commission issued an order approving a Consent Agreement and Order entered into by Wexford Wealth Advisors, LLC and Curtis J. Pritchard. Respondents will pay a fine for violations of the Pennsylvania Securities Act of 1972.  The Commission has ordered that Robert Pinzhoffer’s mortgage broker and mortgage originator licenses be suspended. The Commission further ordered that respondent cease and desist from engaging in mortgage loan activities. The respondent is ordered provide information to the Department, refund consumers and pay a fine for violations of the Mortgage Licensing Act.  The Commission has ordered that Philadelphia Investment Partners, LLC and Peter C. Zeuli pay administrative assessments for violations of the Pennsylvania Securities Act of 1972.  The Commission issued an order approving a Consent Agreement and Order entered into by J.H. Smith Partners & Co., LLC and Jason Christopher Smith. Respondents will pay a fine for violations of the Pennsylvania Securities Act of 1972.  The Commission issued an order approving a Consent Agreement and Order entered into by CBD USA Grown, Inc. and Deborah Gestner, Roger Gestner. Respondents will pay a fine for violations of the Pennsylvania Securities Act of 1972.  Assurance Financial Group, L.L.C., of Baton Rouge, LA has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act.  Alpha Financial Planning, Inc. of Dublin, OH has entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972. Integrity Home Mortgage Corporation of Winchester, VA has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act.  Hometown Equity Mortgage, LLC, of Lake Forest, CA has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act. American Financing Corporation, of Aurora, CO has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act. Bay-Valley Mortgage Group of Garden Grove, CA has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act.  Highlands Residential Mortgage, LTD. of Allen, TX has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act.  Guidance Residential, LLC of Reston, VA has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act. Greenway Mortgage Funding Corp. of Middletown, NJ has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act.  Automatic Funds Transfer Services, Inc of Seattle, WA has entered into a Consent Agreement and Order and will pay a fine and take corrective action for violations of the Mortgage Licensing Act. Thrive Mortgage, LLC of Georgetown, TX has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act.  Prime Trust, LLC of Las Vegas, NV has entered into a Consent Agreement and Order and will pay a fine for violations of the Money Transmitter Act. On May 24, 2022, DoBS issued an order to revoke a license naming Lend Street Financial, Inc. for violations of the Consumer Discount Company Act.  American Alternative Investments, LLC and Rob of Indianapolis, Indiana have entered into a Consent Agreement and Order and are permanently barred for violations of the Pennsylvania Securities Act of 1972. The Commission has ordered that Buchert Ridge Community, Inc, BRC Neighborhood Planning, LP and Joseph Wilmer Hallman pay administrative assessments for violations of the Pennsylvania Securities Act of 1972. Van Dyk Mortgage Corporation of Grand Rapids, MI has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act.  On May 10, 2022, DoBS issued a Cease and Desist Order naming Auto Clave Haskell Credit Union for violations of the Pennsylvania Credit Union Code. Airacobra Capital Management, LLC and Nicolas R. Stone of Pittsburgh, PA have entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972. BlockFi Lending LLC of Jersey City, NJ has entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972. Meadowbrook Financial Mortgage Bankers Corp., of Westbury, NY has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act. On May 2, 2022, DoBS issued a Suspension Order naming High Level Auto for violations of the Consumer Credit Code. On April 21, 2022, DoBS issued an Order to Pay Fine naming Synapse Credit LLC for violations of the Consumer Discount Company Act. 3/30/22Women of Substance LLC of South Abington Township, PA has entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972. 3/28/22DHJH Holdings, LLC and Douglas Q. Holmes  On March 28, 2022, DoBS issued an Order to Show Cause naming DHJH Holdings, LLC and Douglas Q. Holmes for violations of the Pennsylvania Securities Act of 1972. 3/22/22Hefren-Tillotson, Inc. On March 22, 2022, DoBS issued an Order to Vacate Order to Show Cause for Hefren-Tillotson, Inc. 3/15/22ELM Capital Management, LLC and Ronald Scott Jones ELM Capital Management, LLC and Ronald Scott Jones, of Pittsburgh, PA have entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972.3/14/22Legend Lending Corporation Legend Lending Corporation, of Houston, TX has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act. 3/9/22Limerick Financial Group, LLC Limerick Financial Group, LLC, of Limerick, PA has entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972.3/7/22Louis P. Pektor III Louis P. Pektor III, of Bethlehem, PA has entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972.2/28/22Logan Finance Corporation Logan Finance Corporation of Denver, CO has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act. 2/15/22Trackside Auto Sales LLC On February 15, 2022 DoBS issued an order suspending the license of Trackside Auto Sales LLC for violations of the Consumer Credit Code. 2/14/22Platinum Tickets, LLC and Patrick Brown The Commission issued an order approving a Consent Agreement and Order entered into by Platinum Tickets, LLC and Patrick Brown. Respondents will pay a fine for violations of the Pennsylvania Securities Act of 1972.2/14/22Daniel J. Reisinger d/b/a Safe Investing Services The Commission issued an order approving a Consent Agreement and Order entered into by Daniel J. Reisinger d/b/a Safe Investing Services. Respondents will pay a fine for violations of the Pennsylvania Securities Act of 1972. 2/1/22Sortis Financial, Inc. Sortis Financial, Inc. of Plano, TX, has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act. 1/31/22Jemma Investment Advisors, LLC d/b/a Jemma Financial Services Jemma Investment Advisors, LLC d/b/a Jemma Financial Services of Baltimore, MD, have entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972. 1/24/22Andalusian Wealth Management, LLC and John Fischer Andalusian Wealth Management, LLC and John Fischer have entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972."
"DHJH Holdings, LLC and Douglas Q. Holmes",03/28/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/032822%20DHJH%20Holdings%20OSC_Redacted.pdf," On March 28, 2022, DoBS issued an Order to Show Cause naming DHJH Holdings, LLC and Douglas Q. Holmes for violations of the Pennsylvania Securities Act of 1972."
"Hefren-Tillotson, Inc.",03/22/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/032222%20Hefren-Tillotson%20Order%20to%20Vacate_Redacted.pdf,"On March 22, 2022, DoBS issued an Order to Vacate Order to Show Cause for Hefren-Tillotson, Inc."
"ELM Capital Management, LLC and Ronald Scott Jones",03/15/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/031522%20ELM%20Capital%20CAO_Redacted.pdf,"ELM Capital Management, LLC and Ronald Scott Jones, of Pittsburgh, PA have entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972."
Legend Lending Corporation,03/14/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/031422%20Legend%20Lending%20Corp%20CAO_Redacted.pdf,"Legend Lending Corporation, of Houston, TX has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act."
"Limerick Financial Group, LLC",03/09/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/030922%20Limerick%20Financial%20Group%20CAO_Redacted.pdf,"Limerick Financial Group, LLC, of Limerick, PA has entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972."
Louis P. Pektor III,03/07/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/030722%20Louis%20Pektor%20CAO%20Docketed_Redacted.pdf,"Louis P. Pektor III, of Bethlehem, PA has entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972."
Logan Finance Corporation,02/28/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/022822%20Logan%20Finance%20Corp%20CAO_Redacted.pdf,"Logan Finance Corporation of Denver, CO has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act."
Trackside Auto Sales LLC,02/15/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/021522%20Trackside%20Auto%20Sales%20CD_Redacted.pdf,"On February 15, 2022 DoBS issued an order suspending the license of Trackside Auto Sales LLC for violations of the Consumer Credit Code."
"Platinum Tickets, LLC and Patrick Brown",02/14/2022,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2022/021422%20Platium%20Tickets%20Final%20Order%20CAO_Redacted.pdf,"The Commission issued an order approving a Consent Agreement and Order entered into by Platinum Tickets, LLC and Patrick Brown. Respondents will pay a fine for violations of the Pennsylvania Securities Act of 1972."
